,parent_frame,child_frame,x,y,z,qx,qy,qz,qw
0,med_base,camera_1_link,0.658294236103752,0.5215044201666537,0.24943041311097178,0.08014246873736838,0.07955346866673756,-0.7466958683099221,0.6555102673312311
1,med_base,camera_2_link,0.6231434727264614,-0.47204799760794386,0.2470921842124418,-0.0911035957395264,0.09213137542200887,0.7020936966149911,0.7001973905119004
